date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-01-01,-73.0,-52.0,-21.0,-82.0,-82.0,32.0
2021-01-02,-69.0,-39.0,-57.0,-73.0,-35.0,17.0
2021-01-03,-64.0,-39.0,-44.0,-68.0,-28.0,14.0
2021-01-04,-64.0,-34.0,-54.0,-78.0,-70.0,28.0
2021-01-05,-62.0,-29.0,-39.0,-75.0,-69.0,27.0
2021-01-06,-66.0,-37.0,-51.0,-76.0,-69.0,29.0
2021-01-07,-64.0,-34.0,-43.0,-76.0,-68.0,29.0
2021-01-08,-67.0,-34.0,-53.0,-74.0,-65.0,28.0
2021-01-09,-63.0,-31.0,-30.0,-65.0,-29.0,14.0
2021-01-10,-62.0,-37.0,-36.0,-66.0,-30.0,13.0
2021-01-11,-62.0,-35.0,-44.0,-76.0,-69.0,27.0
2021-01-12,-63.0,-34.0,-44.0,-76.0,-69.0,28.0
2021-01-13,-64.0,-34.0,-39.0,-75.0,-68.0,27.0
2021-01-14,-63.0,-35.0,-38.0,-75.0,-68.0,28.0
2021-01-15,-65.0,-35.0,-40.0,-73.0,-65.0,27.0
2021-01-16,-62.0,-32.0,-25.0,-64.0,-31.0,13.0
2021-01-17,-57.0,-34.0,-4.0,-61.0,-28.0,11.0
2021-01-18,-56.0,-31.0,6.0,-76.0,-76.0,24.0
2021-01-19,-63.0,-33.0,-42.0,-75.0,-69.0,27.0
2021-01-20,-64.0,-37.0,-39.0,-75.0,-68.0,27.0
2021-01-21,-64.0,-35.0,-45.0,-75.0,-68.0,28.0
2021-01-22,-67.0,-36.0,-57.0,-74.0,-65.0,28.0
2021-01-23,-60.0,-30.0,-23.0,-64.0,-31.0,12.0
2021-01-24,-67.0,-41.0,-61.0,-72.0,-34.0,15.0
2021-01-25,-62.0,-34.0,-47.0,-76.0,-68.0,26.0
2021-01-26,-65.0,-40.0,-57.0,-77.0,-69.0,29.0
2021-01-27,-67.0,-41.0,-62.0,-78.0,-69.0,29.0
2021-01-28,-66.0,-39.0,-59.0,-78.0,-68.0,29.0
2021-01-29,-62.0,-34.0,-46.0,-73.0,-63.0,26.0
2021-01-30,-58.0,-30.0,-33.0,-64.0,-28.0,12.0
2021-01-31,-56.0,-34.0,-27.0,-63.0,-27.0,11.0
2021-02-01,-60.0,-33.0,-46.0,-75.0,-68.0,26.0
2021-02-02,-60.0,-32.0,-42.0,-75.0,-68.0,27.0
2021-02-03,-60.0,-33.0,-44.0,-74.0,-66.0,26.0
2021-02-04,-59.0,-32.0,-39.0,-74.0,-66.0,26.0
2021-02-05,-60.0,-31.0,-41.0,-71.0,-63.0,25.0
2021-02-06,-55.0,-28.0,-20.0,-61.0,-26.0,10.0
2021-02-07,-57.0,-33.0,-29.0,-64.0,-26.0,10.0
2021-02-08,-60.0,-33.0,-46.0,-74.0,-68.0,25.0
2021-02-09,-59.0,-32.0,-42.0,-75.0,-68.0,26.0
2021-02-10,-59.0,-32.0,-38.0,-74.0,-66.0,26.0
2021-02-11,-63.0,-37.0,-59.0,-76.0,-67.0,28.0
2021-02-12,-58.0,-30.0,-40.0,-72.0,-64.0,25.0
2021-02-13,-54.0,-28.0,-33.0,-63.0,-27.0,12.0
2021-02-14,-46.0,-30.0,-24.0,-59.0,-23.0,10.0
2021-02-15,-56.0,-34.0,-42.0,-80.0,-77.0,26.0
2021-02-16,-58.0,-32.0,-39.0,-74.0,-68.0,26.0
2021-02-17,-59.0,-32.0,-35.0,-73.0,-66.0,26.0
2021-02-18,-59.0,-33.0,-42.0,-74.0,-66.0,27.0
2021-02-19,-62.0,-34.0,-54.0,-73.0,-63.0,26.0
2021-02-20,-53.0,-28.0,-21.0,-60.0,-24.0,11.0
2021-02-21,-50.0,-32.0,-11.0,-59.0,-23.0,9.0
2021-02-22,-57.0,-31.0,-32.0,-73.0,-67.0,25.0
2021-02-23,-56.0,-30.0,-23.0,-73.0,-66.0,25.0
2021-02-24,-57.0,-31.0,-33.0,-73.0,-65.0,25.0
2021-02-25,-57.0,-31.0,-38.0,-73.0,-65.0,26.0
2021-02-26,-58.0,-31.0,-41.0,-71.0,-62.0,24.0
2021-02-27,-52.0,-28.0,-18.0,-60.0,-24.0,10.0
2021-02-28,-49.0,-30.0,-12.0,-59.0,-22.0,8.0
2021-03-01,-55.0,-27.0,-35.0,-72.0,-66.0,24.0
2021-03-02,-56.0,-27.0,-35.0,-72.0,-66.0,25.0
2021-03-03,-57.0,-30.0,-43.0,-72.0,-65.0,25.0
2021-03-04,-56.0,-29.0,-38.0,-72.0,-65.0,25.0
2021-03-05,-56.0,-29.0,-40.0,-70.0,-62.0,24.0
2021-03-06,-51.0,-25.0,-23.0,-59.0,-24.0,10.0
2021-03-07,-49.0,-30.0,-15.0,-58.0,-23.0,9.0
2021-03-08,-55.0,-28.0,-41.0,-73.0,-67.0,25.0
2021-03-09,-58.0,-32.0,-47.0,-73.0,-67.0,27.0
2021-03-10,-59.0,-31.0,-50.0,-74.0,-66.0,26.0
2021-03-11,-56.0,-29.0,-40.0,-73.0,-65.0,26.0
2021-03-12,-55.0,-28.0,-36.0,-69.0,-62.0,23.0
2021-03-13,-51.0,-27.0,-27.0,-58.0,-25.0,10.0
2021-03-14,-55.0,-37.0,-45.0,-64.0,-26.0,11.0
2021-03-15,-54.0,-27.0,-42.0,-73.0,-66.0,25.0
2021-03-16,-52.0,-26.0,-27.0,-71.0,-66.0,25.0
2021-03-17,-54.0,-29.0,-39.0,-71.0,-64.0,24.0
2021-03-18,-61.0,-37.0,-57.0,-75.0,-66.0,28.0
2021-03-19,-54.0,-27.0,-35.0,-68.0,-61.0,23.0
2021-03-20,-47.0,-26.0,-15.0,-57.0,-21.0,8.0
2021-03-21,-44.0,-29.0,-9.0,-56.0,-20.0,8.0
2021-03-22,-52.0,-28.0,-31.0,-71.0,-66.0,24.0
2021-03-23,-51.0,-28.0,-22.0,-71.0,-65.0,24.0
2021-03-24,-54.0,-28.0,-30.0,-71.0,-64.0,24.0
2021-03-25,-52.0,-28.0,-31.0,-71.0,-64.0,24.0
2021-03-26,-51.0,-26.0,-24.0,-68.0,-61.0,21.0
2021-03-27,-45.0,-24.0,-5.0,-55.0,-22.0,7.0
2021-03-28,-44.0,-29.0,-6.0,-57.0,-22.0,7.0
2021-03-29,-50.0,-26.0,-26.0,-71.0,-67.0,23.0
2021-03-30,-48.0,-26.0,-11.0,-71.0,-65.0,23.0
2021-03-31,-48.0,-27.0,-9.0,-69.0,-65.0,22.0
2021-04-01,-48.0,-25.0,-17.0,-69.0,-64.0,22.0
2021-04-02,-50.0,-27.0,-29.0,-68.0,-62.0,21.0
2021-04-03,-47.0,-24.0,-23.0,-59.0,-23.0,8.0
2021-04-04,-51.0,-29.0,-19.0,-58.0,-24.0,7.0
2021-04-05,-50.0,-29.0,-36.0,-71.0,-67.0,23.0
2021-04-06,-49.0,-26.0,-26.0,-71.0,-66.0,24.0
2021-04-07,-51.0,-28.0,-31.0,-71.0,-65.0,23.0
2021-04-08,-49.0,-26.0,-22.0,-70.0,-64.0,24.0
2021-04-09,-50.0,-28.0,-25.0,-68.0,-61.0,22.0
2021-04-10,-45.0,-26.0,-7.0,-57.0,-23.0,8.0
2021-04-11,-42.0,-28.0,-1.0,-56.0,-21.0,7.0
2021-04-12,-50.0,-28.0,-27.0,-71.0,-66.0,23.0
2021-04-13,-52.0,-26.0,-24.0,-71.0,-65.0,24.0
2021-04-14,-52.0,-27.0,-24.0,-70.0,-64.0,23.0
2021-04-15,-51.0,-28.0,-25.0,-70.0,-64.0,23.0
2021-04-16,-52.0,-29.0,-31.0,-68.0,-60.0,21.0
2021-04-17,-47.0,-26.0,-12.0,-56.0,-21.0,7.0
2021-04-18,-43.0,-27.0,3.0,-54.0,-19.0,7.0
2021-04-19,-51.0,-27.0,-31.0,-70.0,-65.0,23.0
2021-04-20,-50.0,-25.0,-18.0,-69.0,-64.0,23.0
2021-04-21,-52.0,-30.0,-34.0,-71.0,-63.0,23.0
2021-04-22,-52.0,-30.0,-36.0,-71.0,-63.0,24.0
2021-04-23,-51.0,-29.0,-31.0,-67.0,-60.0,22.0
2021-04-24,-46.0,-25.0,-10.0,-56.0,-21.0,8.0
2021-04-25,-50.0,-34.0,-36.0,-61.0,-23.0,10.0
2021-04-26,-48.0,-25.0,-22.0,-69.0,-65.0,22.0
2021-04-27,-47.0,-24.0,-16.0,-69.0,-63.0,22.0
2021-04-28,-49.0,-25.0,-17.0,-69.0,-63.0,22.0
2021-04-29,-50.0,-28.0,-29.0,-69.0,-63.0,23.0
2021-04-30,-50.0,-26.0,-34.0,-67.0,-59.0,21.0
2021-05-01,-45.0,-25.0,-20.0,-56.0,-21.0,8.0
2021-05-02,-41.0,-27.0,-3.0,-54.0,-19.0,6.0
2021-05-03,-47.0,-22.0,-20.0,-68.0,-64.0,21.0
2021-05-04,-48.0,-21.0,-15.0,-68.0,-63.0,22.0
2021-05-05,-50.0,-25.0,-28.0,-69.0,-63.0,22.0
2021-05-06,-50.0,-26.0,-32.0,-69.0,-63.0,23.0
2021-05-07,-47.0,-23.0,-24.0,-66.0,-59.0,20.0
2021-05-08,-42.0,-20.0,-2.0,-53.0,-20.0,5.0
2021-05-09,-39.0,-25.0,0.0,-54.0,-17.0,4.0
2021-05-10,-45.0,-24.0,-19.0,-68.0,-65.0,21.0
2021-05-11,-46.0,-24.0,-19.0,-68.0,-64.0,22.0
2021-05-12,-50.0,-26.0,-29.0,-68.0,-62.0,22.0
2021-05-13,-49.0,-25.0,-33.0,-67.0,-62.0,23.0
2021-05-14,-49.0,-26.0,-39.0,-66.0,-59.0,21.0
2021-05-15,-44.0,-24.0,-19.0,-54.0,-22.0,7.0
2021-05-16,-41.0,-28.0,-17.0,-53.0,-17.0,7.0
2021-05-17,-48.0,-23.0,-31.0,-68.0,-64.0,22.0
2021-05-18,-46.0,-21.0,-15.0,-67.0,-62.0,22.0
2021-05-19,-47.0,-25.0,-26.0,-68.0,-61.0,22.0
2021-05-20,-46.0,-22.0,-24.0,-66.0,-61.0,22.0
2021-05-21,-44.0,-22.0,-23.0,-61.0,-57.0,19.0
2021-05-22,-40.0,-21.0,-3.0,-49.0,-19.0,6.0
2021-05-23,-37.0,-26.0,-5.0,-50.0,-15.0,6.0
2021-05-24,-46.0,-24.0,-24.0,-66.0,-63.0,21.0
2021-05-25,-46.0,-23.0,-17.0,-66.0,-61.0,21.0
2021-05-26,-46.0,-23.0,-22.0,-66.0,-61.0,21.0
2021-05-27,-44.0,-22.0,-23.0,-64.0,-60.0,20.0
2021-05-28,-44.0,-22.0,-23.0,-62.0,-58.0,17.0
2021-05-29,-41.0,-24.0,-10.0,-50.0,-18.0,5.0
2021-05-30,-30.0,-25.0,23.0,-44.0,-16.0,3.0
2021-05-31,-35.0,-23.0,33.0,-71.0,-81.0,17.0
2021-06-01,-43.0,-19.0,-18.0,-63.0,-62.0,20.0
2021-06-02,-46.0,-23.0,-22.0,-65.0,-61.0,21.0
2021-06-03,-43.0,-21.0,-21.0,-64.0,-61.0,20.0
2021-06-04,-45.0,-25.0,-29.0,-62.0,-58.0,19.0
2021-06-05,-39.0,-21.0,-7.0,-48.0,-14.0,5.0
2021-06-06,-35.0,-25.0,4.0,-47.0,-13.0,5.0
2021-06-07,-43.0,-21.0,-21.0,-65.0,-64.0,20.0
2021-06-08,-43.0,-21.0,-12.0,-65.0,-61.0,21.0
2021-06-09,-44.0,-21.0,-18.0,-64.0,-61.0,20.0
2021-06-10,-43.0,-22.0,-16.0,-64.0,-60.0,20.0
2021-06-11,-42.0,-23.0,-17.0,-60.0,-58.0,17.0
2021-06-12,-39.0,-21.0,-1.0,-47.0,-14.0,4.0
2021-06-13,-36.0,-23.0,-1.0,-47.0,-13.0,4.0
2021-06-14,-39.0,-21.0,-14.0,-64.0,-64.0,19.0
2021-06-15,-37.0,-19.0,1.0,-62.0,-61.0,19.0
2021-06-16,-39.0,-20.0,-7.0,-62.0,-61.0,19.0
2021-06-17,-37.0,-19.0,-4.0,-61.0,-60.0,18.0
2021-06-18,-37.0,-20.0,-5.0,-59.0,-59.0,16.0
2021-06-19,-35.0,-19.0,-2.0,-44.0,-15.0,4.0
2021-06-20,-32.0,-27.0,-3.0,-47.0,-15.0,3.0
2021-06-21,-40.0,-23.0,-14.0,-65.0,-64.0,19.0
2021-06-22,-40.0,-21.0,-3.0,-63.0,-61.0,19.0
2021-06-23,-41.0,-22.0,-11.0,-62.0,-61.0,19.0
2021-06-24,-39.0,-23.0,-12.0,-61.0,-60.0,19.0
2021-06-25,-36.0,-24.0,-18.0,-57.0,-58.0,17.0
2021-06-26,-31.0,-20.0,2.0,-42.0,-14.0,4.0
2021-06-27,-27.0,-25.0,-1.0,-41.0,-13.0,4.0
2021-06-28,-39.0,-23.0,-17.0,-65.0,-65.0,15.0
2021-06-29,-42.0,-26.0,-11.0,-65.0,-62.0,18.0
2021-06-30,-43.0,-25.0,-21.0,-64.0,-61.0,19.0
2021-07-01,-40.0,-21.0,-17.0,-61.0,-60.0,18.0
2021-07-02,-40.0,-20.0,-23.0,-60.0,-58.0,16.0
2021-07-03,-37.0,-19.0,-4.0,-45.0,-15.0,4.0
2021-07-04,-30.0,-23.0,32.0,-36.0,-21.0,2.0
2021-07-05,-30.0,-24.0,10.0,-68.0,-79.0,17.0
2021-07-06,-37.0,-19.0,-9.0,-62.0,-62.0,18.0
2021-07-07,-40.0,-21.0,-15.0,-61.0,-61.0,18.0
2021-07-08,-39.0,-19.0,-6.0,-61.0,-60.0,18.0
2021-07-09,-37.0,-21.0,-12.0,-58.0,-58.0,16.0
2021-07-10,-32.0,-19.0,4.0,-42.0,-14.0,4.0
2021-07-11,-30.0,-25.0,-7.0,-44.0,-14.0,5.0
2021-07-12,-39.0,-21.0,-19.0,-63.0,-63.0,19.0
2021-07-13,-39.0,-22.0,-12.0,-62.0,-61.0,20.0
2021-07-14,-40.0,-23.0,-11.0,-62.0,-60.0,18.0
2021-07-15,-40.0,-23.0,-17.0,-60.0,-59.0,19.0
2021-07-16,-39.0,-23.0,-18.0,-57.0,-57.0,16.0
2021-07-17,-32.0,-19.0,12.0,-41.0,-12.0,4.0
2021-07-18,-28.0,-22.0,14.0,-40.0,-11.0,4.0
2021-07-19,-37.0,-21.0,-11.0,-62.0,-63.0,19.0
2021-07-20,-38.0,-21.0,-5.0,-62.0,-60.0,19.0
2021-07-21,-38.0,-22.0,-6.0,-61.0,-60.0,18.0
2021-07-22,-38.0,-23.0,-13.0,-61.0,-59.0,19.0
2021-07-23,-36.0,-24.0,-13.0,-57.0,-56.0,16.0
2021-07-24,-30.0,-22.0,-1.0,-41.0,-11.0,4.0
2021-07-25,-26.0,-25.0,2.0,-41.0,-9.0,4.0
2021-07-26,-37.0,-23.0,-13.0,-63.0,-63.0,19.0
2021-07-27,-33.0,-22.0,1.0,-60.0,-60.0,19.0
2021-07-28,-35.0,-24.0,-7.0,-60.0,-59.0,18.0
2021-07-29,-34.0,-23.0,-10.0,-59.0,-59.0,19.0
2021-07-30,-37.0,-24.0,-18.0,-58.0,-56.0,17.0
2021-07-31,-32.0,-23.0,-1.0,-42.0,-12.0,4.0
2021-08-01,-27.0,-24.0,8.0,-40.0,-12.0,4.0
2021-08-02,-36.0,-21.0,-4.0,-63.0,-63.0,19.0
2021-08-03,-38.0,-21.0,-6.0,-62.0,-61.0,19.0
2021-08-04,-41.0,-24.0,-17.0,-62.0,-60.0,19.0
2021-08-05,-40.0,-24.0,-19.0,-62.0,-60.0,20.0
2021-08-06,-39.0,-24.0,-17.0,-58.0,-57.0,17.0
2021-08-07,-33.0,-22.0,-1.0,-43.0,-14.0,5.0
2021-08-08,-29.0,-24.0,1.0,-43.0,-13.0,5.0
2021-08-09,-38.0,-21.0,-12.0,-63.0,-63.0,19.0
2021-08-10,-36.0,-20.0,-3.0,-61.0,-61.0,19.0
2021-08-11,-39.0,-23.0,-14.0,-62.0,-60.0,19.0
2021-08-12,-38.0,-23.0,-14.0,-60.0,-59.0,19.0
2021-08-13,-36.0,-23.0,-20.0,-56.0,-57.0,16.0
2021-08-14,-30.0,-21.0,-1.0,-39.0,-14.0,4.0
2021-08-15,-27.0,-21.0,1.0,-41.0,-13.0,4.0
2021-08-16,-35.0,-18.0,-11.0,-60.0,-63.0,18.0
2021-08-17,-36.0,-19.0,-9.0,-59.0,-61.0,18.0
2021-08-18,-38.0,-22.0,-16.0,-59.0,-58.0,18.0
2021-08-19,-40.0,-23.0,-18.0,-59.0,-58.0,18.0
2021-08-20,-40.0,-25.0,-27.0,-57.0,-56.0,17.0
2021-08-21,-36.0,-23.0,-13.0,-45.0,-14.0,6.0
2021-08-22,-32.0,-24.0,0.0,-43.0,-14.0,5.0
2021-08-23,-39.0,-22.0,-19.0,-60.0,-62.0,18.0
2021-08-24,-39.0,-21.0,-12.0,-60.0,-59.0,19.0
2021-08-25,-40.0,-21.0,-15.0,-60.0,-58.0,18.0
2021-08-26,-40.0,-20.0,-13.0,-59.0,-57.0,18.0
2021-08-27,-34.0,-21.0,-14.0,-53.0,-55.0,16.0
2021-08-28,-33.0,-18.0,8.0,-42.0,-14.0,5.0
2021-08-29,-32.0,-23.0,0.0,-43.0,-14.0,6.0
2021-08-30,-37.0,-19.0,-18.0,-60.0,-61.0,19.0
2021-08-31,-37.0,-18.0,-11.0,-59.0,-58.0,19.0
2021-09-01,-39.0,-19.0,-22.0,-59.0,-58.0,18.0
2021-09-02,-37.0,-20.0,-23.0,-58.0,-57.0,19.0
2021-09-03,-35.0,-20.0,-22.0,-54.0,-55.0,15.0
2021-09-04,-28.0,-21.0,0.0,-39.0,-15.0,5.0
2021-09-05,-16.0,-23.0,25.0,-32.0,-14.0,4.0
2021-09-06,-29.0,-21.0,33.0,-68.0,-81.0,19.0
2021-09-07,-41.0,-17.0,-17.0,-60.0,-58.0,18.0
2021-09-08,-42.0,-20.0,-18.0,-60.0,-56.0,19.0
2021-09-09,-41.0,-20.0,-26.0,-59.0,-55.0,19.0
2021-09-10,-40.0,-22.0,-27.0,-56.0,-52.0,17.0
2021-09-11,-34.0,-19.0,-3.0,-43.0,-12.0,5.0
2021-09-12,-32.0,-23.0,-2.0,-39.0,-14.0,5.0
2021-09-13,-37.0,-17.0,-16.0,-58.0,-59.0,18.0
2021-09-14,-36.0,-18.0,-15.0,-58.0,-57.0,18.0
2021-09-15,-37.0,-21.0,-20.0,-58.0,-56.0,18.0
2021-09-16,-36.0,-20.0,-21.0,-57.0,-56.0,18.0
2021-09-17,-35.0,-21.0,-17.0,-52.0,-53.0,16.0
2021-09-18,-27.0,-20.0,0.0,-36.0,-15.0,4.0
2021-09-19,-23.0,-22.0,15.0,-30.0,-14.0,4.0
2021-09-20,-37.0,-19.0,-6.0,-58.0,-59.0,17.0
2021-09-21,-38.0,-18.0,-1.0,-58.0,-56.0,18.0
2021-09-22,-41.0,-21.0,-20.0,-59.0,-54.0,18.0
2021-09-23,-40.0,-21.0,-20.0,-58.0,-53.0,18.0
2021-09-24,-39.0,-23.0,-23.0,-54.0,-51.0,16.0
2021-09-25,-35.0,-21.0,-8.0,-41.0,-13.0,5.0
2021-09-26,-30.0,-24.0,-8.0,-38.0,-14.0,5.0
2021-09-27,-41.0,-21.0,-28.0,-59.0,-58.0,19.0
2021-09-28,-36.0,-18.0,-9.0,-57.0,-54.0,18.0
2021-09-29,-37.0,-20.0,-16.0,-57.0,-54.0,17.0
2021-09-30,-36.0,-19.0,-14.0,-55.0,-53.0,17.0
2021-10-01,-33.0,-19.0,-15.0,-50.0,-51.0,14.0
2021-10-02,-28.0,-17.0,3.0,-33.0,-12.0,4.0
2021-10-03,-26.0,-21.0,6.0,-35.0,-11.0,4.0
2021-10-04,-39.0,-16.0,-19.0,-58.0,-57.0,18.0
2021-10-05,-39.0,-17.0,-16.0,-59.0,-54.0,19.0
2021-10-06,-39.0,-19.0,-21.0,-57.0,-54.0,18.0
2021-10-07,-39.0,-21.0,-21.0,-57.0,-53.0,18.0
2021-10-08,-31.0,-20.0,-12.0,-49.0,-51.0,15.0
2021-10-09,-24.0,-15.0,24.0,-26.0,-13.0,3.0
2021-10-10,-25.0,-21.0,30.0,-29.0,-13.0,4.0
2021-10-11,-37.0,-21.0,-13.0,-62.0,-65.0,19.0
2021-10-12,-39.0,-19.0,-15.0,-58.0,-54.0,18.0
2021-10-13,-41.0,-22.0,-21.0,-58.0,-53.0,18.0
2021-10-14,-34.0,-20.0,-17.0,-53.0,-52.0,17.0
2021-10-15,-36.0,-21.0,-17.0,-52.0,-50.0,15.0
2021-10-16,-30.0,-20.0,3.0,-37.0,-12.0,3.0
2021-10-17,-33.0,-26.0,-18.0,-42.0,-14.0,6.0
2021-10-18,-39.0,-20.0,-21.0,-58.0,-58.0,18.0
2021-10-19,-40.0,-20.0,-18.0,-57.0,-54.0,18.0
2021-10-20,-44.0,-26.0,-39.0,-60.0,-54.0,19.0
2021-10-21,-40.0,-22.0,-34.0,-58.0,-54.0,19.0
2021-10-22,-35.0,-20.0,-28.0,-54.0,-51.0,16.0
2021-10-23,-33.0,-19.0,-21.0,-43.0,-13.0,5.0
2021-10-24,-57.0,-48.0,-67.0,-63.0,-22.0,13.0
2021-10-25,-38.0,-14.0,-20.0,-58.0,-58.0,18.0
2021-10-26,-38.0,-17.0,-18.0,-56.0,-53.0,18.0
2021-10-27,-37.0,-18.0,-17.0,-56.0,-53.0,17.0
2021-10-28,-33.0,-17.0,-13.0,-54.0,-52.0,17.0
2021-10-29,-34.0,-19.0,-7.0,-47.0,-50.0,14.0
2021-10-30,-32.0,-17.0,-8.0,-33.0,-13.0,4.0
2021-10-31,-30.0,-19.0,2.0,-30.0,-14.0,4.0
2021-11-01,-43.0,-23.0,-44.0,-60.0,-58.0,20.0
2021-11-02,-37.0,-15.0,-17.0,-54.0,-53.0,18.0
2021-11-03,-36.0,-17.0,-19.0,-54.0,-52.0,17.0
2021-11-04,-36.0,-20.0,-25.0,-54.0,-52.0,17.0
2021-11-05,-34.0,-21.0,-25.0,-51.0,-50.0,15.0
2021-11-06,-32.0,-20.0,-13.0,-39.0,-13.0,5.0
2021-11-07,-26.0,-22.0,-2.0,-38.0,-14.0,5.0
2021-11-08,-39.0,-22.0,-32.0,-57.0,-57.0,18.0
2021-11-09,-41.0,-21.0,-35.0,-58.0,-54.0,19.0
2021-11-10,-35.0,-19.0,-19.0,-54.0,-52.0,16.0
2021-11-11,-31.0,-18.0,-4.0,-58.0,-61.0,19.0
2021-11-12,-33.0,-20.0,-19.0,-50.0,-51.0,16.0
2021-11-13,-29.0,-19.0,-2.0,-36.0,-12.0,4.0
2021-11-14,-29.0,-25.0,-7.0,-39.0,-13.0,5.0
2021-11-15,-39.0,-21.0,-29.0,-57.0,-56.0,18.0
2021-11-16,-38.0,-20.0,-22.0,-55.0,-53.0,18.0
2021-11-17,-39.0,-21.0,-24.0,-55.0,-52.0,17.0
2021-11-18,-37.0,-22.0,-30.0,-55.0,-51.0,17.0
2021-11-19,-40.0,-22.0,-39.0,-53.0,-50.0,16.0
2021-11-20,-33.0,-19.0,-13.0,-39.0,-12.0,4.0
2021-11-21,-28.0,-24.0,-1.0,-37.0,-13.0,5.0
2021-11-22,-34.0,-17.0,-14.0,-58.0,-61.0,17.0
